current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
55	poll	exit_124	running	timeout_active_or_empty	N055.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	none	124	payload.N055.ae-optional	nonterminal.poll_running	none	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N055.ae-optional	cmd.N055.ae-optional	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
55	poll	exit_124	running	timeout_active_or_empty	N055.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	none	124	payload.N055.ae-required	nonterminal.poll_running	none	true	running	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N055.ae-required	cmd.N055.ae-required	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
56	poll	exit_124	session.running_unverified	initial_scroll_unverified	N056.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N056.ae-claimed	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N056.ae-claimed	cmd.N056.ae-claimed	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
56	poll	exit_124	session.running_unverified	initial_scroll_unverified	N056.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N056.ae-none	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N056.ae-none	cmd.N056.ae-none	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
56	poll	exit_124	session.running_unverified	initial_scroll_unverified	N056.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N056.ae-optional	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N056.ae-optional	cmd.N056.ae-optional	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
56	poll	exit_124	session.running_unverified	initial_scroll_unverified	N056.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N056.ae-required	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N056.ae-required	cmd.N056.ae-required	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-claimed.answer-absent	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-claimed.answer-absent	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-claimed.answer-absent	cmd.N057.ae-claimed.answer-absent	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-claimed.answer-present	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-claimed.answer-present	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-claimed.answer-present	cmd.N057.ae-claimed.answer-present	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-none.answer-absent	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-none.answer-absent	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-none.answer-absent	cmd.N057.ae-none.answer-absent	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-none.answer-present	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-none.answer-present	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-none.answer-present	cmd.N057.ae-none.answer-present	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-optional.answer-absent	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-optional.answer-absent	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-optional.answer-absent	cmd.N057.ae-optional.answer-absent	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-optional.answer-present	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-optional.answer-present	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-optional.answer-present	cmd.N057.ae-optional.answer-present	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-required.answer-absent	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-required.answer-absent	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-required.answer-absent	cmd.N057.ae-required.answer-absent	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
57	poll	exit_124	session.running_unverified	timeout_running_scroll_unverified	N057.ae-required.answer-present	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.PollStarted	visual_failure_reason	124	payload.N057.ae-required.answer-present	nonterminal.poll_running_unverified	visual_failure_reason	false	session.running_unverified	0	true	poll	750	until_operation_deadline	1	receipt.poll.progress	event.prior.PollStarted,event.ProviderPollProgressR12	poll.progress.persist	legal.N057.ae-required.answer-present	cmd.N057.ae-required.answer-present	stacks/gpt-webai-slot-pool	124	0	state.poll.running	oracle.receipt.poll.progress.valid	poll.progress.valid
58	poll	exit_2	provider.schema_drift	missing_session	N058.ae-claimed	ae.claimed	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N058.ae-claimed	terminal.poll_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N058.ae-claimed	cmd.N058.ae-claimed	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
58	poll	exit_2	provider.schema_drift	missing_session	N058.ae-none	ae.none	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N058.ae-none	terminal.poll_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N058.ae-none	cmd.N058.ae-none	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
58	poll	exit_2	provider.schema_drift	missing_session	N058.ae-optional	ae.optional	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N058.ae-optional	terminal.poll_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N058.ae-optional	cmd.N058.ae-optional	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
58	poll	exit_2	provider.schema_drift	missing_session	N058.ae-required	ae.required	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N058.ae-required	terminal.poll_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N058.ae-required	cmd.N058.ae-required	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
59	poll	invocation_error	not_applicable	invocation_contract_invalid_artifact	N059.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N059.ae-claimed	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N059.ae-claimed	cmd.N059.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
59	poll	invocation_error	not_applicable	invocation_contract_invalid_artifact	N059.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N059.ae-none	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N059.ae-none	cmd.N059.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
59	poll	invocation_error	not_applicable	invocation_contract_invalid_artifact	N059.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N059.ae-optional	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N059.ae-optional	cmd.N059.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
59	poll	invocation_error	not_applicable	invocation_contract_invalid_artifact	N059.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N059.ae-required	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N059.ae-required	cmd.N059.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
60	poll	invocation_error	not_applicable	invocation_contract_invalid_field	N060.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N060.ae-claimed	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N060.ae-claimed	cmd.N060.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
60	poll	invocation_error	not_applicable	invocation_contract_invalid_field	N060.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N060.ae-none	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N060.ae-none	cmd.N060.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
60	poll	invocation_error	not_applicable	invocation_contract_invalid_field	N060.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N060.ae-optional	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N060.ae-optional	cmd.N060.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
60	poll	invocation_error	not_applicable	invocation_contract_invalid_field	N060.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N060.ae-required	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N060.ae-required	cmd.N060.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
